year    psi^min [10^11 kg/s]    psi^min(800 hPa) [10^11 kg/s]   psi^min(775 hPa) [10^11 kg/s]   psi^min(750 hPa) [10^11 kg/s]   psi^min(700 hPa) [10^11 kg/s]   psi^min(650 hPa) [10^11 kg/s]   psi^min(600 hPa) [10^11 kg/s]   psi^min(550 hPa) [10^11 kg/s]   psi^min(500 hPa) [10^11 kg/s]   psi^min(450 hPa) [10^11 kg/s]   psi^min(400 hPa) [10^11 kg/s]   <psi^min>_p [10^11 kg/s]        psi(phi^min, p^min) [10^11 kg/s]        psi_SHC [10^11 kg/s]
2007.0  -2.44087                -2.11686                        -2.23135                        -2.32893                        -2.44087                        -2.42970                        -2.34643                        -2.25408                        -2.16657                        -2.10509                        -2.08732                        -1.97928                        -2.44087                                -0.84911            
2008.0  -2.69850                -2.30349                        -2.43337                        -2.54258                        -2.68249                        -2.69850                        -2.63533                        -2.54327                        -2.43254                        -2.32554                        -2.28576                        -2.21049                        -2.67959                                -0.93648            
2009.0  -2.86184                -2.54641                        -2.67512                        -2.77154                        -2.86184                        -2.81843                        -2.69836                        -2.55569                        -2.41316                        -2.31591                        -2.30955                        -2.29901                        -2.86184                                -0.98978            
2010.0  -2.60296                -2.29680                        -2.40909                        -2.48383                        -2.57851                        -2.60296                        -2.55609                        -2.49367                        -2.42379                        -2.36633                        -2.35489                        -2.20417                        -2.57724                                -0.98026            
2011.0  -2.85200                -2.46651                        -2.61926                        -2.73797                        -2.85200                        -2.82115                        -2.72601                        -2.63507                        -2.55827                        -2.51235                        -2.50957                        -2.35822                        -2.84590                                -0.97884            
2012.0  -2.66842                -2.28466                        -2.40946                        -2.52051                        -2.66842                        -2.66789                        -2.57354                        -2.45226                        -2.33773                        -2.27234                        -2.27415                        -2.17784                        -2.66842                                -0.91850            
2013.0  -2.33418                -2.06264                        -2.16044                        -2.23261                        -2.32597                        -2.33418                        -2.27127                        -2.18922                        -2.11278                        -2.05900                        -2.03050                        -1.95207                        -2.32160                                -0.90018            
2014.0  -2.95545                -2.52622                        -2.66125                        -2.80383                        -2.95545                        -2.92217                        -2.75781                        -2.55959                        -2.39449                        -2.29060                        -2.28232                        -2.31440                        -2.91977                                -1.00441            
2015.0  -2.93896                -2.48524                        -2.65761                        -2.79193                        -2.93896                        -2.92047                        -2.77621                        -2.58128                        -2.38676                        -2.24726                        -2.21683                        -2.27996                        -2.89770                                -0.93557            
2016.0  -2.44968                -2.16040                        -2.25293                        -2.34361                        -2.44968                        -2.42532                        -2.30517                        -2.14675                        -2.04783                        -2.01286                        -2.01914                        -1.99138                        -2.38969                                -0.90402            
2017.0  -2.98431                -2.67693                        -2.80363                        -2.89407                        -2.98431                        -2.96178                        -2.86524                        -2.75110                        -2.63390                        -2.52724                        -2.45712                        -2.40865                        -2.96992                                -1.03999            
2018.0  -2.99084                -2.56830                        -2.71445                        -2.85319                        -2.99084                        -2.94126                        -2.76094                        -2.55602                        -2.39723                        -2.29565                        -2.25751                        -2.30067                        -2.98593                                -0.98295            
