year    psi^min [10^11 kg/s]    psi^min(800 hPa) [10^11 kg/s]   psi^min(775 hPa) [10^11 kg/s]   psi^min(750 hPa) [10^11 kg/s]   psi^min(700 hPa) [10^11 kg/s]   psi^min(650 hPa) [10^11 kg/s]   psi^min(600 hPa) [10^11 kg/s]   psi^min(550 hPa) [10^11 kg/s]   psi^min(500 hPa) [10^11 kg/s]   psi^min(450 hPa) [10^11 kg/s]   psi^min(400 hPa) [10^11 kg/s]   <psi^min>_p [10^11 kg/s]        psi(phi^min, p^min) [10^11 kg/s]        psi_SHC [10^11 kg/s]
2007.0  -1.11514                -1.03370                        -1.06759                        -1.08948                        -1.10834                        -1.11108                        -1.11514                        -1.11441                        -1.09111                        -1.04643                        -0.99649                        -0.96811                        -1.10834                                -0.42512            
2008.0  -1.09821                -1.03662                        -1.07206                        -1.09241                        -1.09821                        -1.07310                        -1.04334                        -1.01703                        -0.98425                        -0.94632                        -0.91855                        -0.92767                        -1.08524                                -0.39184            
2009.0  -1.14785                -1.06272                        -1.10133                        -1.12696                        -1.14785                        -1.13673                        -1.11374                        -1.09024                        -1.05992                        -1.00763                        -0.93819                        -0.96042                        -1.12970                                -0.44597            
2010.0  -1.28768                -1.20055                        -1.24241                        -1.26806                        -1.28768                        -1.26957                        -1.23976                        -1.20404                        -1.15750                        -1.09251                        -1.01761                        -1.05470                        -1.26850                                -0.50980            
2011.0  -1.16036                -1.12292                        -1.14927                        -1.16036                        -1.15230                        -1.12196                        -1.09223                        -1.06693                        -1.03075                        -0.97956                        -0.92852                        -0.96802                        -1.15230                                -0.44901            
2012.0  -1.05933                -1.03239                        -1.05235                        -1.05933                        -1.05118                        -1.02917                        -1.01284                        -1.00714                        -1.00734                        -0.98955                        -0.95382                        -0.92192                        -1.05118                                -0.42881            
2013.0  -1.09424                -1.04528                        -1.07684                        -1.09205                        -1.09424                        -1.06297                        -1.01774                        -0.97942                        -0.94108                        -0.90326                        -0.86621                        -0.89277                        -1.06357                                -0.42386            
2014.0  -1.13475                -1.09960                        -1.12518                        -1.13475                        -1.12842                        -1.11098                        -1.09843                        -1.09155                        -1.06665                        -1.02098                        -0.95859                        -0.96967                        -1.12842                                -0.43416            
2015.0  -1.02182                -0.95630                        -0.98761                        -1.00764                        -1.02182                        -1.01401                        -1.00672                        -1.00319                        -0.99106                        -0.96626                        -0.92477                        -0.88532                        -1.00767                                -0.44226            
2016.0  -1.05992                -1.02566                        -1.04893                        -1.05992                        -1.04934                        -1.00766                        -0.95720                        -0.91746                        -0.88808                        -0.87031                        -0.85176                        -0.87740                        -1.03981                                -0.39496            
2017.0  -1.21928                -1.19259                        -1.21417                        -1.21928                        -1.20179                        -1.16911                        -1.14133                        -1.11621                        -1.07924                        -1.02895                        -0.98055                        -1.01617                        -1.20179                                -0.43342            
2018.0  -1.07388                -0.99448                        -1.02647                        -1.04889                        -1.07285                        -1.07388                        -1.06743                        -1.05649                        -1.03967                        -1.01191                        -0.96733                        -0.92040                        -1.07285                                -0.42381            
