year    psi^min [10^11 kg/s]    psi^min(800 hPa) [10^11 kg/s]   psi^min(775 hPa) [10^11 kg/s]   psi^min(750 hPa) [10^11 kg/s]   psi^min(700 hPa) [10^11 kg/s]   psi^min(650 hPa) [10^11 kg/s]   psi^min(600 hPa) [10^11 kg/s]   psi^min(550 hPa) [10^11 kg/s]   psi^min(500 hPa) [10^11 kg/s]   psi^min(450 hPa) [10^11 kg/s]   psi^min(400 hPa) [10^11 kg/s]   <psi^min>_p [10^11 kg/s]        psi(phi^min, p^min) [10^11 kg/s]        psi_SHC [10^11 kg/s]
2007.0  -0.73414                -0.72956                        -0.71779                        -0.70099                        -0.66822                        -0.63546                        -0.60305                        -0.56512                        -0.53397                        -0.51560                        -0.51066                        -0.56879                        -0.67189                                -0.29318            
2008.0  -0.72801                -0.68890                        -0.68461                        -0.67320                        -0.63842                        -0.60032                        -0.57000                        -0.54099                        -0.50665                        -0.49015                        -0.50159                        -0.55834                        -0.72801                                -0.31498            
2009.0  -0.73377                -0.67795                        -0.66836                        -0.65194                        -0.61346                        -0.58750                        -0.56428                        -0.54708                        -0.53995                        -0.54880                        -0.56740                        -0.57523                        -0.73377                                -0.29652            
2010.0  -0.85474                -0.78383                        -0.70426                        -0.61509                        -0.54635                        -0.51554                        -0.48864                        -0.46832                        -0.45754                        -0.44879                        -0.44560                        -0.52025                        -0.82132                                -0.29207            
2011.0  -0.94767                -0.83669                        -0.78254                        -0.78070                        -0.77252                        -0.76632                        -0.76821                        -0.76472                        -0.75272                        -0.73649                        -0.71248                        -0.72346                        -0.92805                                -0.37906            
2012.0  -0.70838                -0.69574                        -0.70104                        -0.69844                        -0.68314                        -0.66765                        -0.66226                        -0.66550                        -0.66665                        -0.65935                        -0.65796                        -0.63146                        -0.70838                                -0.32403            
2013.0  -0.73734                -0.64157                        -0.64110                        -0.63384                        -0.63165                        -0.63483                        -0.64235                        -0.64787                        -0.64794                        -0.65120                        -0.65844                        -0.62035                        -0.73734                                -0.33879            
2014.0  -0.77149                -0.66916                        -0.65017                        -0.62769                        -0.59303                        -0.57587                        -0.56779                        -0.56833                        -0.57382                        -0.58653                        -0.59574                        -0.58472                        -0.77149                                -0.32775            
2015.0  -0.77241                -0.77241                        -0.77039                        -0.76153                        -0.73004                        -0.69218                        -0.66248                        -0.64562                        -0.62403                        -0.61692                        -0.63659                        -0.65088                        -0.53803                                -0.33608            
2016.0  -0.79199                -0.70611                        -0.65222                        -0.63472                        -0.64243                        -0.64055                        -0.62898                        -0.60667                        -0.58345                        -0.57519                        -0.56484                        -0.60352                        -0.77749                                -0.31636            
2017.0  -0.71544                -0.56259                        -0.55255                        -0.53878                        -0.51039                        -0.49701                        -0.50462                        -0.50847                        -0.50899                        -0.51988                        -0.54454                        -0.52256                        -0.71544                                -0.29442            
2018.0  -0.74039                -0.73833                        -0.74039                        -0.73865                        -0.72863                        -0.71675                        -0.71546                        -0.70999                        -0.69924                        -0.69030                        -0.67531                        -0.65681                        -0.64103                                -0.34324            
